GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS_CORREGIMIENTO_VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_DE_LA_VICTIMA,CLASE_DE_SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE_DE_VEHICULO,MARCA,MATRICULA,TIPO_DE_SERVICIO,EMPRESA, , .1
DAÑOS,01/01/2020 12:00:00 AM,2020,1899-12-31T19:10:00.000,NOCHE,3_MIERCOLES,OLIMPICO,CALLE 23 CARRERA 35 A,URBANA,TECNICO,3.52189,-76.30695,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/01/2020 12:00:00 AM,2020,1899-12-31T19:10:00.000,NOCHE,3_MIERCOLES,OLIMPICO,CALLE 23 CARRERA 35 A,URBANA,TECNICO,3.52189,-76.30695,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/02/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,4_JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.30631,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CUNDINAMARCA,PARTICULAR,NO APLICA,,
DAÑOS,01/02/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,4_JUEVES,INDUSTRIAL,CALLE 42 CARRERA 35,URBANA,TECNICO,3.5387,-76.30631,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWOO,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/01/2020 12:00:00 AM,2020,1899-12-31T12:20:00.000,TARDE,3_MIERCOLES,ZAMORANO,CARRERA 28 CALLE 664A-19,URBANA,TECNICO,3.55325,-76.29304,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,01/01/2020 12:00:00 AM,2020,1899-12-31T12:20:00.000,TARDE,3_MIERCOLES,ZAMORANO,CARRERA 28 CALLE 664A-19,URBANA,TECNICO,3.55325,-76.29304,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/01/2020 12:00:00 AM,2020,1899-12-31T12:20:00.000,TARDE,3_MIERCOLES,ZAMORANO,CARRERA 28 CALLE 664A-19,URBANA,TECNICO,3.55325,-76.29304,NO MANTENER DISTANCIA DE SEGURIDAD,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,01/02/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,4_JUEVES,AEROPUERTO,PUERTA 3,RURAL,TECNICO,3.54674,-76.38272,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/02/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,4_JUEVES,AEROPUERTO,PUERTA 3,RURAL,TECNICO,3.54674,-76.38272,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,5_VIERNES,RECREO,CALLE 22 CARRERA 30,URBANA,TECNICO,3.52049,-76.30189,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,5_VIERNES,RECREO,CALLE 22 CARRERA 30,URBANA,TECNICO,3.52049,-76.30189,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T09:00:00.000,MAÑANA,5_VIERNES,COLOMBIA,CARRERA 33 CALLE 37-96,URBANA,TECNICO,3.53456,-76.30268,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,GMC,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T09:00:00.000,MAÑANA,5_VIERNES,COLOMBIA,CARRERA 33 CALLE 37-96,URBANA,TECNICO,3.53456,-76.30268,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T00:00:00.000,MADRUGADA,5_VIERNES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52086,-76.29496,ADELANTAR INVADIENDO CARRIL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,SIGMA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T00:00:00.000,MADRUGADA,5_VIERNES,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52086,-76.29496,ADELANTAR INVADIENDO CARRIL,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T09:30:00.000,MAÑANA,5_VIERNES,SAN PEDRO,CARRERA 19 CALLE 41-48,URBANA,TECNICO,3.53666,-76.29062,MALA UTILIZACION DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,PEUGEOT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T09:30:00.000,MAÑANA,5_VIERNES,SAN PEDRO,CARRERA 19 CALLE 41-48,URBANA,TECNICO,3.53666,-76.29062,MALA UTILIZACION DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,5_VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,JAC,JAMUNDI,PUBLICO,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,5_VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,AKT,PEREIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,5_VIERNES,JARDIN,CALLE 32 CARRERA 5E,URBANA,TECNICO,3.5276,-76.2741,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T22:30:00.000,NOCHE,1_LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T22:30:00.000,NOCHE,1_LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,NO ESTAR PENDIENTE DE LA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T22:30:00.000,NOCHE,1_LUNES,SESQUI,CALLE 11 CARRERA 29-28,URBANA,TECNICO,3.51062,-76.30167,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,FUNZA,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T00:00:00.000,MADRUGADA,2_MARTES,SANTA BARBARA,CALLE 43 CARRERA 28,URBANA,TECNICO,3.53878,-76.29711,PERDIDA DEL CONTROL,MOTOCICLISTA,VOLCAMIENTO,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,01/04/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,6_SABADO,CORONADO ROZO,CORONADO ROZO,RURAL,TECNICO,3.56461,-76.31021,ADELANTAR INVADIENDO CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,01/04/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,6_SABADO,CORONADO ROZO,CORONADO ROZO,RURAL,TECNICO,3.56461,-76.31021,ADELANTAR INVADIENDO CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,VOLQUETA,DODGE,NARIÑO,PARTICULAR,NO APLICA,,
HERIDOS,01/04/2020 12:00:00 AM,2020,1899-12-31T08:00:00.000,MAÑANA,6_SABADO,CAÑA MIEL,CALLE 44 CARRERA 18-19,URBANA,TECNICO,3.53856,-76.29026,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,PALMERAS,,
HERIDOS,01/04/2020 12:00:00 AM,2020,1899-12-31T08:00:00.000,MAÑANA,6_SABADO,CAÑA MIEL,CALLE 44 CARRERA 18-19,URBANA,TECNICO,3.53856,-76.29026,POR ESTABLECER,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,01/05/2020 12:00:00 AM,2020,1899-12-31T17:10:00.000,TARDE,7_DOMINGO,CAÑA MIEL,CARRERA 19 CALLE 46,URBANA,TECNICO,3.54086,-76.29091,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/05/2020 12:00:00 AM,2020,1899-12-31T17:10:00.000,TARDE,7_DOMINGO,CAÑA MIEL,CARRERA 19 CALLE 46,URBANA,TECNICO,3.54086,-76.29091,GIRAR BRUSCAMENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,01/06/2020 12:00:00 AM,2020,1899-12-31T16:15:00.000,TARDE,1_LUNES,SESQUI,CARRERA 32 CALLE 15 -14,URBANA,TECNICO,3.51421,-76.30574,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA,,
DAÑOS,01/06/2020 12:00:00 AM,2020,1899-12-31T16:15:00.000,TARDE,1_LUNES,SESQUI,CARRERA 32 CALLE 15 -14,URBANA,TECNICO,3.51421,-76.30574,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T16:20:00.000,TARDE,1_LUNES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,3.52947,-76.29263,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,MANIZALES,PARTICULAR,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T16:20:00.000,TARDE,1_LUNES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,3.52947,-76.29263,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,JIANLIGN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,1_LUNES,RECREO,CALLE 21 CARRERA 26,URBANA,TECNICO,3.5193,-76.2985,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,01/06/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,1_LUNES,RECREO,CALLE 21 CARRERA 26,URBANA,TECNICO,3.5193,-76.2985,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,5_VIERNES,CENTRO POBLADO LA TORRE,CALEJON LOS PRADO,RURAL,TECNICO,3.61874,-76.42553,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,CAQUETA,PARTICULAR,NO APLICA,,
HERIDOS,01/03/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,5_VIERNES,CENTRO POBLADO LA TORRE,CALEJON LOS PRADO,RURAL,TECNICO,3.61874,-76.42553,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,SUZUKI,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/04/2020 12:00:00 AM,2020,1899-12-31T05:30:00.000,MADRUGADA,6_SABADO,PRADO,CALLE 42 CARRERA 38-71,URBANA,TECNICO,3.53887,-76.30879,MICRO SUEÑO,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,SABANETA,PARTICULAR,NO APLICA,,
DAÑOS,01/07/2020 12:00:00 AM,2020,1899-12-31T23:10:00.000,NOCHE,2_MARTES,FRAY LUIS,CALLE 41 CARRERA 39,URBANA,TECNICO,3.53788,-76.30986,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MICROBUS,HYUNDAI,BOGOTA,PUBLICO,NO APLICA,,
DAÑOS,01/07/2020 12:00:00 AM,2020,1899-12-31T23:10:00.000,NOCHE,2_MARTES,FRAY LUIS,CALLE 41 CARRERA 39,URBANA,TECNICO,3.53788,-76.30986,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,IBAGUE,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,2_MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,POR ESTABLECER,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,2_MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,POR ESTABLECER,MOTOCICLISTA,CHOQUE OBJETO FIJO,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,2_MARTES,NUEVO,CARRERA 30 CALLE 26,URBANA,TECNICO,3.52416,-76.30128,POR ESTABLECER,ACOMPAÑANTE MOTOCICLISTA,CHOQUE OBJETO FIJO,1,NO APLICA,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,01/07/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,2_MARTES,PRADO,CALLE 36 CARRERA 41-71,URBANA,TECNICO,3.53322,-76.31186,SUBIRSE AL ANDEN,NO APLICA,CHOQUE OBJETO FIJO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,LA CEJA,PARTICULAR,NO APLICA,,
DAÑOS,01/07/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,2_MARTES,PRADO,CARRERA 41 CALLE 33A,URBANA,TECNICO,3.53138,-76.31138,ADEALANTAR EN ZONA PROHIBIDA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/07/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,2_MARTES,PRADO,CARRERA 41 CALLE 33A,URBANA,TECNICO,3.53138,-76.31138,ADEALANTAR EN ZONA PROHIBIDA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,01/04/2020 12:00:00 AM,2020,1899-12-31T20:00:00.000,NOCHE,6_SABADO,PRIMER  MAYO,CALLE 41 CARRERA 13A -72,URBANA,TECNICO,3.53636,-76.28622,CRUZAR SIN OBSERVAR,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,01/04/2020 12:00:00 AM,2020,1899-12-31T20:00:00.000,NOCHE,6_SABADO,PRIMER  MAYO,CALLE 41 CARRERA 13A -72,URBANA,TECNICO,3.53636,-76.28622,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/08/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,3_MIERCOLES,SAN PEDRO,CALLE 37 CARRERA 16A,URBANA,TECNICO,3.53295,-76.28871,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,JIANLIGN,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,01/08/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,3_MIERCOLES,SAN PEDRO,CALLE 37 CARRERA 16A,URBANA,TECNICO,3.53295,-76.28871,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,01/08/2020 12:00:00 AM,2020,1899-12-31T17:00:00.000,TARDE,3_MIERCOLES,VERSALLE S,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53817,-76.29731,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUSETA,NON PLUS,LA VIRGINIA,PUBLICO,UNIDOS DE BUGA,,
DAÑOS,01/08/2020 12:00:00 AM,2020,1899-12-31T17:00:00.000,TARDE,3_MIERCOLES,VERSALLE S,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53817,-76.29731,POR ESTABLECER,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T20:00:00.000,NOCHE,5_VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5427,-76.30741,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/03/2020 12:00:00 AM,2020,1899-12-31T20:00:00.000,NOCHE,5_VIERNES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5427,-76.30741,ADELANTAR CERRANDO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T11:30:00.000,MAÑANA,2_MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T11:30:00.000,MAÑANA,2_MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,YAMAHA,IBAGUE,PARTICULAR,NO APLICA,,
HERIDOS,01/07/2020 12:00:00 AM,2020,1899-12-31T11:30:00.000,MAÑANA,2_MARTES,PATIO BONITO,CARRERA 19 CALLE 32,URBANA,TECNICO,3.52783,-76.29033,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,01/08/2020 12:00:00 AM,2020,1899-12-31T06:40:00.000,MAÑANA,3_MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,ADELANTAR CERRANO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/08/2020 12:00:00 AM,2020,1899-12-31T06:40:00.000,MAÑANA,3_MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,ADELANTAR CERRANO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/08/2020 12:00:00 AM,2020,1899-12-31T06:40:00.000,MAÑANA,3_MIERCOLES,MIRRIÑAO,CARRERA 28 CALLE 54 -55,URBANA,TECNICO,3.54636,-76.29594,ADELANTAR CERRANO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,01/08/2020 12:00:00 AM,2020,1899-12-31T11:40:00.000,MAÑANA,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28-39,URBANA,TECNICO,3.53807,-76.29792,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
DAÑOS,01/08/2020 12:00:00 AM,2020,1899-12-31T11:40:00.000,MAÑANA,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28-39,URBANA,TECNICO,3.53807,-76.29792,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,01/09/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,4_JUEVES,VERSALLE S,CALLE 42 CARRERA 28 -66,URBANA,TECNICO,3.53817,-76.2973,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,PEUGEOT,NEIVA,PARTICULAR,NO APLICA,,
DAÑOS,01/09/2020 12:00:00 AM,2020,1899-12-31T14:10:00.000,TARDE,4_JUEVES,VERSALLE S,CALLE 42 CARRERA 28 -66,URBANA,TECNICO,3.53817,-76.2973,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,NEIVA,PARTICULAR,NO APLICA,,
HERIDOS,01/09/2020 12:00:00 AM,2020,1899-12-31T05:30:00.000,MADRUGADA,4_JUEVES,FRAY LUIS,CALLE 42 CARRERA 49-330,URBANA,TECNICO,3.5379,-76.31912,TRANSITAR POR LA CALZADA DE PEATON,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,RENAULT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,01/09/2020 12:00:00 AM,2020,1899-12-31T05:30:00.000,MADRUGADA,4_JUEVES,FRAY LUIS,CALLE 42 CARRERA 49-330,URBANA,TECNICO,3.5379,-76.31912,TRANSITAR POR LA CALZADA DE PEATON,PEATON,ATROPELLO,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,01/09/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,4_JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29569,SEMAFOR EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,01/09/2020 12:00:00 AM,2020,1899-12-31T07:30:00.000,MAÑANA,4_JUEVES,TRINIDAD,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29569,SEMAFOR EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA,,
