GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS_CORREGIMIENTO_VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_DE_LA_VICTIMA,CLASE_DE_SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE_DE_VEHICULO,MARCA,MATRICULA,TIPO_DE_SERVICIO,EMPRESA, , .1
DAÑOS,08/22/2020 12:00:00 AM,2020,1899-12-31T10:40:00.000,MAÑANA,6_SABADO,TRINIDAD,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52389,-76.29512,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PEREIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/22/2020 12:00:00 AM,2020,1899-12-31T10:40:00.000,MAÑANA,6_SABADO,TRINIDAD,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52389,-76.29512,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/22/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,6_SABADO,CENTRO,CARRERA 27 CALLE 27,URBANA,TECNICO,3.52434,-76.29855,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,MEDELLIN,PARTICULAR,NO APLICA,,
DAÑOS,08/22/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,6_SABADO,CENTRO,CARRERA 27 CALLE 27,URBANA,TECNICO,3.52434,-76.29855,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/21/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,5_VIERNES,RECREO,CARRERA 26 CALLE 24,URBANA,TECNICO,3.52168,-76.29805,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,08/21/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,5_VIERNES,RECREO,CARRERA 26 CALLE 24,URBANA,TECNICO,3.52168,-76.29805,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,JAC,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,08/20/2020 12:00:00 AM,2020,1899-12-31T12:00:00.000,TARDE,4_JUEVES,SANTA BARBARA,CALLE 31 CARRERA 41-43,URBANA,TECNICO,3.52981,-76.3116,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DAIHATSU,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,08/20/2020 12:00:00 AM,2020,1899-12-31T12:00:00.000,TARDE,4_JUEVES,SANTA BARBARA,CALLE 31 CARRERA 41-43,URBANA,TECNICO,3.52981,-76.3116,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/20/2020 12:00:00 AM,2020,1899-12-31T12:00:00.000,TARDE,4_JUEVES,SANTA BARBARA,CALLE 31 CARRERA 41-43,URBANA,TECNICO,3.52981,-76.3116,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/24/2020 12:00:00 AM,2020,1899-12-31T16:50:00.000,TARDE,1_LUNES,CAÑA MIEL,CARRERA 19 CALLE 43,URBANA,TECNICO,3.53919,-76.2908,REALIZAR U,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,TOYOTA,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,08/24/2020 12:00:00 AM,2020,1899-12-31T16:50:00.000,TARDE,1_LUNES,CAÑA MIEL,CARRERA 19 CALLE 43,URBANA,TECNICO,3.53919,-76.2908,REALIZAR U,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/23/2020 12:00:00 AM,2020,1899-12-31T10:30:00.000,MAÑANA,7_DOMINGO,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52071,-76.29499,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,KEEWAY,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/23/2020 12:00:00 AM,2020,1899-12-31T10:30:00.000,MAÑANA,7_DOMINGO,SEMBRADOR,CALLE 23 CARRERA 23,URBANA,TECNICO,3.52071,-76.29499,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,KIMCO,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/25/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,2_MARTES,CENTRO,CARRERA 32 CALLE 28 -56,URBANA,TECNICO,3.52596,-76.30267,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/25/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,2_MARTES,CENTRO,CARRERA 32 CALLE 28 -56,URBANA,TECNICO,3.52596,-76.30267,NO MANTENER  DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T17:05:00.000,TARDE,2_MARTES,EMILIA,CARRERA 35 CALLE 41-06,URBANA,TECNICO,3.53823,-76.30659,IMPERICIA EN EL MANEJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T17:05:00.000,TARDE,2_MARTES,EMILIA,CARRERA 35 CALLE 41-06,URBANA,TECNICO,3.53823,-76.30659,IMPERICIA EN EL MANEJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,JIANLIGN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T17:05:00.000,TARDE,2_MARTES,EMILIA,CARRERA 35 CALLE 41-06,URBANA,TECNICO,3.53823,-76.30659,IMPERICIA EN EL MANEJO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/26/2020 12:00:00 AM,2020,1899-12-31T14:30:00.000,TARDE,3_MIERCOLES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30183,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,KIMCO,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,08/26/2020 12:00:00 AM,2020,1899-12-31T14:30:00.000,TARDE,3_MIERCOLES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30183,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKWAGEN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/20/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,4_JUEVES,CENTRO,CARRERA 32 CALLE28,URBANA,TECNICO,3.52582,-76.30268,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,NO APLICA,,
DAÑOS,08/20/2020 12:00:00 AM,2020,1899-12-31T21:00:00.000,NOCHE,4_JUEVES,CENTRO,CARRERA 32 CALLE28,URBANA,TECNICO,3.52582,-76.30268,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKWAGEN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/23/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 32 CALLE 20,URBANA,TECNICO,3.51905,-76.30382,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,08/23/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 32 CALLE 20,URBANA,TECNICO,3.51905,-76.30382,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,08/23/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,NUEVO,CARRERA 32 CALLE 20,URBANA,TECNICO,3.51905,-76.30382,SEMAFORO EN ROJO,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T10:20:00.000,MAÑANA,2_MARTES,NUEVO,CARRERA 30 CALLE 25,URBANA,TECNICO,3.52299,-76.30146,DESOBEDECER SEÑALES,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T10:20:00.000,MAÑANA,2_MARTES,NUEVO,CARRERA 30 CALLE 25,URBANA,TECNICO,3.52299,-76.30146,DESOBEDECER SEÑALES,NO APLICA,ATROPELLO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/25/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,2_MARTES,DELICIAS,CARRERA 26 CALLE 27-18,URBANA,TECNICO,3.52445,-76.29764,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/25/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,2_MARTES,DELICIAS,CARRERA 26 CALLE 27-18,URBANA,TECNICO,3.52445,-76.29764,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,2_MARTES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,3.52473,-76.29501,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,AUTECO,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,08/25/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,2_MARTES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,3.52473,-76.29501,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,VOLKWAGEN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/26/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,3_MIERCOLES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52969,-76.29427,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/26/2020 12:00:00 AM,2020,1899-12-31T12:10:00.000,TARDE,3_MIERCOLES,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52969,-76.29427,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/27/2020 12:00:00 AM,2020,1899-12-31T20:45:00.000,NOCHE,4_JUEVES,COLOMBINA,CALLE 30 CARRERA 14,URBANA,TECNICO,3.52541,-76.28736,PONER EN MARCHA UN VEHICULO SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CUNDINAMARCA,PARTICULAR,NO APLICA,,
HERIDOS,08/27/2020 12:00:00 AM,2020,1899-12-31T20:45:00.000,NOCHE,4_JUEVES,COLOMBINA,CALLE 30 CARRERA 14,URBANA,TECNICO,3.52541,-76.28736,PONER EN MARCHA UN VEHICULO SIN PRECAUCION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,08/28/2020 12:00:00 AM,2020,1899-12-31T13:50:00.000,TARDE,5_VIERNES,ZAMORANO,CALLE 60 CARRERA 28,URBANA,TECNICO,3.55073,-76.29418,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,08/28/2020 12:00:00 AM,2020,1899-12-31T13:50:00.000,TARDE,5_VIERNES,ZAMORANO,CALLE 60 CARRERA 28,URBANA,TECNICO,3.55073,-76.29418,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T00:05:00.000,MADRUGADA,6_SABADO,COLOMBIA,CARRERA 33 CALLE 34,URBANA,TECNICO,3.53189,-76.30293,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T00:05:00.000,MADRUGADA,6_SABADO,COLOMBIA,CARRERA 33 CALLE 34,URBANA,TECNICO,3.53189,-76.30293,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T15:15:00.000,TARDE,6_SABADO,UIRBE,CARRERA 23 CALLE 34,URBANA,TECNICO,3.53057,-76.29415,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T15:15:00.000,TARDE,6_SABADO,UIRBE,CARRERA 23 CALLE 34,URBANA,TECNICO,3.53057,-76.29415,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T15:15:00.000,TARDE,6_SABADO,UIRBE,CARRERA 23 CALLE 34,URBANA,TECNICO,3.53057,-76.29415,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T21:30:00.000,NOCHE,6_SABADO,VERSALLE S,CALLE 42 CARRERA 30-29,URBANA,TECNICO,3.53807,-76.29899,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HERO,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T21:30:00.000,NOCHE,6_SABADO,VERSALLE S,CALLE 42 CARRERA 30-29,URBANA,TECNICO,3.53807,-76.29899,SEMAFORO EN ROJO,CICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,6_SABADO,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,3.52481,-76.29579,DESOBEDECER SEÑALES,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,6_SABADO,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,3.52481,-76.29579,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,GINEBRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T12:30:00.000,TARDE,6_SABADO,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,3.52481,-76.29579,DESOBEDECER SEÑALES,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/29/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,6_SABADO,OBRERO,CARRERA 26 CALLE 41,URBANA,TECNICO,3.53692,-76.29558,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,MITSUBISHI,PUERTO LETICIA,PARTICULAR,NO APLICA,,
DAÑOS,08/29/2020 12:00:00 AM,2020,1899-12-31T14:00:00.000,TARDE,6_SABADO,OBRERO,CARRERA 26 CALLE 41,URBANA,TECNICO,3.53692,-76.29558,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,6_SABADO,VIA CORONA ROZO,PUENTE MALINBU,RURAL,TECNICO,3.58009,-76.32765,INVADIR CARRIL SENTIDO CONTRARIO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,SOGAMOSO,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,6_SABADO,VIA CORONA ROZO,PUENTE MALINBU,RURAL,TECNICO,3.58009,-76.32765,INVADIR CARRIL SENTIDO CONTRARIO,CONDUCTOR,CHOQUE,1,NO APLICA,PALMA,NO APLICA,CAMIONETA,CHEVROLET,DOS QUEBRADAS,PARTICULAR,NO APLICA,,
DAÑOS,08/30/2020 12:00:00 AM,2020,1899-12-31T17:40:00.000,TARDE,7_DOMINGO,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54774,-76.28965,ADELANTAR PÒR LA DERECHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/30/2020 12:00:00 AM,2020,1899-12-31T17:40:00.000,TARDE,7_DOMINGO,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54774,-76.28965,ADELANTAR PÒR LA DERECHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,08/30/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,7_DOMINGO,CENTRO POBLADO LA TORRE,CALLE 10 CARRERA 18A,URBANA,TECNICO,3.61842,-76.42307,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/30/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,7_DOMINGO,CENTRO POBLADO LA TORRE,CALLE 10 CARRERA 18A,URBANA,TECNICO,3.61842,-76.42307,NO MANTENER DISTANCIA DE SEGURIDAD,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AUTECO,CANDELARIA,PARTICULAR,NO APLICA,,
HERIDOS,08/26/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,3_MIERCOLES,NUEVO,CARRERA 29 CALLE 27,URBANA,TECNICO,3.52456,-76.30013,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,TVS,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,08/26/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,3_MIERCOLES,NUEVO,CARRERA 29 CALLE 27,URBANA,TECNICO,3.52456,-76.30013,DESOBEDECER SEÑALES,CICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,08/26/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,3_MIERCOLES,NUEVO,CARRERA 29 CALLE 27,URBANA,TECNICO,3.52456,-76.30013,DESOBEDECER SEÑALES,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/30/2020 12:00:00 AM,2020,1899-12-31T00:30:00.000,MADRUGADA,7_DOMINGO,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53839,-76.30088,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,CALI,PARTICULAR,NO APLICA,,
DAÑOS,08/30/2020 12:00:00 AM,2020,1899-12-31T00:30:00.000,MADRUGADA,7_DOMINGO,ESTONIA,CALLE 42 CARRERA 32,URBANA,TECNICO,3.53839,-76.30088,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKWAGEN,CALI,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T16:20:00.000,TARDE,6_SABADO,ITALIA,CARRERA 28 CALE 4b,URBANA,TECNICO,3.50097,-76.29934,CRUZAR SIN OBSERVAR,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,1899-12-31T16:20:00.000,TARDE,6_SABADO,ITALIA,CARRERA 28 CALE 4b,URBANA,TECNICO,3.50097,-76.29934,CRUZAR SIN OBSERVAR,PEATON,ATROPELLO,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,08/29/2020 12:00:00 AM,2020,1899-12-31T23:00:00.000,NOCHE,6_SABADO,SAN PEDRO,CALLE 36 CARERA 19-18,URBANA,TECNICO,3.53178,-76.29088,TRANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,POPAYAN,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,13:00,TARDE,6_SABADO,GUAYACANES,CARRERA 17 CALLE 23-24,URBANA,TECNICO,3.52077,-76.29000,GIRAR BRUSCAMENTE,NO APLICA,ATROPELLO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,CARTAGO,PARTICULAR,NO APLICA,,
HERIDOS,08/29/2020 12:00:00 AM,2020,13:00,TARDE,6_SABADO,GUAYACANES,CARRERA 17 CALLE 23-24,URBANA,TECNICO,3.52077,-76.29000,GIRAR BRUSCAMENTE,PEATON,ATROPELLO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
MUERTO,08/21/2020 12:00:00 AM,2020,1899-12-31T14:05:00.000,TARDE,5_VIERNES,NUEVO,CARRERA 31 CALLE 22,URBANA,TECNICO,3.52061,-76.30281,NO REDUCIR LA VELOCIDA EN INTERSECCION,MOTOCICLISTA,ATROPELLO,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
MUERTO,08/21/2020 12:00:00 AM,2020,1899-12-31T14:05:00.000,TARDE,5_VIERNES,NUEVO,CARRERA 31 CALLE 22,URBANA,TECNICO,3.52061,-76.30281,NO REDUCIR LA VELOCIDA EN INTERSECCION,PEATON,ATROPELLO,NO APLICA,1,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,09/01/2020 12:00:00 AM,2020,1899-12-31T10:10:00.000,TARDE,2_MARTES,SANTA ISABEL,CARRERA 28 CALLE 46-20,URBANA,TECNICO,3.5717,-76.2666,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,DAEWOO,CALI,PARTICULAR,NO APLICA,,
DAÑOS,09/01/2020 12:00:00 AM,2020,1899-12-31T10:10:00.000,TARDE,2_MARTES,SANTA ISABEL,CARRERA 28 CALLE 46-20,URBANA,TECNICO,3.5717,-76.2666,NO MANTENER DISTANCIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,SUZUKI,SABANETA,PARTICULAR,NO APLICA,,
DAÑOS,09/01/2020 12:00:00 AM,2020,1899-12-31T11:10:00.000,MAÑANA,2_MARTES,INDUSTRIAL,CALLE 42 CARRERA 35 SUR,URBANA,TECNICO,3.5383,-76.3064,ADELANTAR PÒR LA DERECHA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,GUACARI,PARTICULAR,NO APLICA,,
